Событие;Время;Сообщение;Параметр_1;Комментарий;
Исчезновение;14.09.2021 17:45:58;;-k;квитировано;true;false;
Квитирование;14.09.2021 17:45:52;;-k;квитировано;true;false;
Появление;14.09.2021 17:45:40;;-k;квитировано;true;false;
Исчезновение;14.09.2021 17:10:34;;-k;квитировано;true;false;
Квитирование;14.09.2021 17:10:27;;-k;квитировано;true;false;
Появление;14.09.2021 17:10:16;;-k;квитировано;true;false;
Исчезновение;14.09.2021 17:08:15;;-k;квитировано;true;false;
Квитирование;14.09.2021 17:08:08;;-k;квитировано;true;false;
Появление;14.09.2021 17:07:57;;-k;квитировано;true;false;
Исчезновение;14.09.2021 17:03:27;;-k;квитировано;true;false;
Квитирование;14.09.2021 17:03:20;;-k;квитировано;true;false;
Появление;14.09.2021 17:03:07;;-k;квитировано;true;false;
Исчезновение;14.09.2021 17:02:39;;;;true;false;
Появление;14.09.2021 17:00:00;;-k;;false;false;
Исчезновение;14.09.2021 16:59:45;;;;true;false;
Появление;14.09.2021 16:59:32;;-k-k;;false;false;
Исчезновение;14.09.2021 16:58:03;;-k;квитировано;true;false;
Квитирование;14.09.2021 16:57:57;;-k;квитировано;true;false;
Появление;14.09.2021 16:57:40;;-k;квитировано;true;false;
Исчезновение;14.09.2021 16:54:40;;-k;квитировано;true;false;
Квитирование;14.09.2021 16:54:33;;-k;квитировано;true;false;
Появление;14.09.2021 16:54:17;;-k;квитировано;true;false;
Исчезновение;14.09.2021 16:53:01;;-k;квитировано;true;false;
Квитирование;14.09.2021 16:52:54;;-k;квитировано;true;false;
Появление;14.09.2021 16:52:38;;-k;квитировано;true;false;
Исчезновение;14.09.2021 16:39:18;;-k;квитировано;true;false;
Квитирование;14.09.2021 16:39:11;;-k;квитировано;true;false;
Появление;14.09.2021 16:38:54;;-k;квитировано;true;false;
Исчезновение;14.09.2021 16:38:35;;;;true;false;
Появление;14.09.2021 11:59:08;;-k-k;;false;false;
Исчезновение;14.09.2021 11:58:35;;-k;квитировано;true;false;
Квитирование;14.09.2021 11:58:29;;-k;квитировано;true;false;
Появление;14.09.2021 11:58:08;;-k;квитировано;true;false;
Исчезновение;14.09.2021 11:57:34;;;;true;false;
Появление;14.09.2021 11:57:18;;-k-k;;false;false;
Исчезновение;14.09.2021 11:57:01;;;;true;false;
Появление;14.09.2021 11:56:15;;;;false;false;
Исчезновение;14.09.2021 11:56:01;;;;true;false;
Появление;14.09.2021 11:54:43;;-k;;false;false;
Исчезновение;14.09.2021 11:54:22;;;;true;false;
Появление;14.09.2021 11:53:20;;-k;;false;false;
Исчезновение;14.09.2021 11:52:27;;;;true;false;
Появление;14.09.2021 11:51:40;;;;false;false;
Исчезновение;14.09.2021 11:51:26;;;;true;false;
Появление;14.09.2021 11:50:59;;;;false;false;
Исчезновение;14.09.2021 11:50:21;;;;true;false;
Появление;14.09.2021 11:49:52;;-k;;false;false;
Исчезновение;14.09.2021 11:49:10;;;;true;false;
Появление;14.09.2021 11:48:20;;-k;;false;false;
Исчезновение;14.09.2021 11:41:54;;;;true;false;
Появление;14.09.2021 11:05:14;;-k-k;;false;false;
Исчезновение;14.09.2021 10:58:57;;-k;квитировано;true;false;
Квитирование;14.09.2021 10:58:51;;-k;квитировано;true;false;
Появление;14.09.2021 10:58:36;;-k;квитировано;true;false;
Исчезновение;14.09.2021 10:45:29;;;;true;false;
Появление;14.09.2021 00:22:43;;-k-k;;false;false;
Исчезновение;14.09.2021 00:21:40;;-k;квитировано;true;false;
Квитирование;14.09.2021 00:21:34;;-k;квитировано;true;false;
Появление;14.09.2021 00:21:19;;-k;квитировано;true;false;
Исчезновение;14.09.2021 00:20:48;;;;true;false;
Появление;12.09.2021 16:37:09;;-kklk-k-k-k-k-k-k;;false;false;
Исчезновение;12.09.2021 16:35:19;;-kklk-k-k-k-k;;true;false;
Появление;12.09.2021 16:34:26;;-kklk-k-k-k-k;;false;false;
Исчезновение;12.09.2021 16:33:17;;-kklk-k-k;;true;false;
Появление;12.09.2021 16:32:50;;-kklk-k-k;;false;false;
Исчезновение;12.09.2021 16:29:42;;-kklk;квитировано;true;false;
Квитирование;12.09.2021 16:27:48;;-kklk;квитировано;true;false;
Появление;12.09.2021 16:27:38;;-kklk;квитировано;true;false;
Исчезновение;12.09.2021 16:27:38;;-k;;true;false;
Появление;12.09.2021 16:27:34;;-k;;false;false;
Исчезновение;12.09.2021 16:22:50;;;;true;false;
Появление;12.09.2021 16:12:08;;-k-k-k-k-k-k-k-k-k-k-k-k;;false;false;
Исчезновение;12.09.2021 15:30:43;;-k-k-k-k-k-k-k-k-k-k;;true;false;
Появление;12.09.2021 15:29:29;;-k-k-k-k-k-k-k-k-k-k;;false;false;
Квитирование;12.09.2021 15:29:23;;-k-k-k-k-k-k-k-k;квитировано;true;false;
Исчезновение;12.09.2021 15:29:13;;-k-k-k-k-k-k-k-k;;true;false;
Появление;12.09.2021 15:27:25;;-k-k-k-k-k-k-k-k;квитировано;true;false;
Квитирование;12.09.2021 15:27:20;;-k-k-k-k-k-k;квитировано;true;false;
Исчезновение;12.09.2021 15:27:10;;-k-k-k-k-k-k;;true;false;
Появление;12.09.2021 15:26:06;;-k-k-k-k-k-k;квитировано;true;false;
Квитирование;12.09.2021 15:26:01;;-k-k-k-k;квитировано;true;false;
Исчезновение;12.09.2021 15:25:51;;-k-k-k-k;;true;false;
Появление;12.09.2021 15:22:23;;-k-k-k-k;квитировано;true;false;
Исчезновение;12.09.2021 15:20:32;;-k-k;;true;false;
Появление;12.09.2021 15:14:26;;-k-k;;false;false;
Исчезновение;12.09.2021 15:13:28;;-k;квитировано;true;false;
Квитирование;12.09.2021 15:13:22;;-k;квитировано;true;false;
Появление;12.09.2021 15:13:07;;-k;квитировано;true;false;
Исчезновение;12.09.2021 14:59:06;;-k-k-k-k-k-k-k-k-k-k-k;;true;false;
Появление;12.09.2021 14:56:30;;-k-k-k-k-k-k-k-k-k-k-k;;false;false;
Исчезновение;12.09.2021 14:49:45;;-k-k-k-k-k-k-k-k-k;;true;false;
Появление;12.09.2021 14:48:45;;-k-k-k-k-k-k-k-k-k;;false;false;
Исчезновение;12.09.2021 14:48:20;;-k-k-k-k-k-k-k;;true;false;
Появление;12.09.2021 14:47:01;;-k-k-k-k-k-k-k;;false;false;
Исчезновение;12.09.2021 14:46:02;;-k-k-k-k-k;;true;false;
Появление;12.09.2021 14:27:10;;-k-k-k-k-k;;false;false;
Исчезновение;12.09.2021 14:23:38;;-k-k-k;;true;false;
Появление;12.09.2021 14:22:53;;-k-k-k;;false;false;
Исчезновение;12.09.2021 14:22:18;;-k;;true;false;
Появление;12.09.2021 14:20:53;;-k;;false;false;
Исчезновение;12.09.2021 14:20:38;;;;true;false;
Появление;12.09.2021 14:20:05;;-k-k-k-k-k-k-k-k-k;;false;false;
Исчезновение;12.09.2021 14:14:49;;-k-k-k-k-k-k-k;;true;false;
Появление;12.09.2021 13:49:28;;-k-k-k-k-k-k-k;;false;false;
Исчезновение;12.09.2021 13:43:25;;-k-k-k-k-k;;true;false;
Появление;12.09.2021 13:42:37;;-k-k-k-k-k;;false;false;
Исчезновение;12.09.2021 13:41:33;;-k-k-k;;true;false;
Появление;12.09.2021 13:37:01;;-k-k-k;;false;false;
Исчезновение;12.09.2021 13:36:06;;-k;;true;false;
Появление;12.09.2021 12:58:05;;-k;;false;false;
Исчезновение;12.09.2021 12:13:47;;-k;;true;false;
Появление;12.09.2021 12:00:59;;-k;;false;false;
Исчезновение;12.09.2021 12:00:44;;;;true;false;
Появление;12.09.2021 11:54:44;;-k;;false;false;
Исчезновение;12.09.2021 11:54:14;;;;true;false;
Появление;12.09.2021 11:53:00;;-k;;false;false;
Исчезновение;11.09.2021 22:39:44;;-k;квитировано;true;false;
Квитирование;11.09.2021 22:39:37;;-k;квитировано;true;false;
Появление;11.09.2021 22:39:22;;-k;квитировано;true;false;
Исчезновение;11.09.2021 22:10:45;;-k;квитировано;true;false;
Квитирование;11.09.2021 22:10:39;;-k;квитировано;true;false;
Появление;11.09.2021 22:10:23;;-k;квитировано;true;false;
Квитирование;11.09.2021 22:08:38;;-k;квитировано;true;false;
Исчезновение;11.09.2021 22:08:27;;-k;;true;false;
Появление;11.09.2021 22:08:13;;-k;квитировано;true;false;
Исчезновение;11.09.2021 22:07:41;;;;true;false;
Появление;11.09.2021 22:06:53;;-k;;false;false;
Исчезновение;11.09.2021 22:06:03;;;;true;false;
Появление;11.09.2021 22:02:24;;-k;;false;false;
Исчезновение;11.09.2021 22:01:57;;;;true;false;
Появление;11.09.2021 21:58:59;;-k;;false;false;
Исчезновение;11.09.2021 21:57:59;;-k-k-k-k-k;;true;false;
Появление;11.09.2021 21:22:56;;-k-k-k-k-k;;false;false;
Исчезновение;11.09.2021 21:21:06;;-k-k-k;;true;false;
Появление;11.09.2021 20:31:53;;-k-k-k;;false;false;
Исчезновение;11.09.2021 20:22:19;;-k;;true;false;
Появление;11.09.2021 20:18:50;;-k;;false;false;
Исчезновение;11.09.2021 19:45:56;;-k-k-kк--k;;true;false;
Появление;11.09.2021 19:37:24;;-k-k-kк--k;;false;false;
Квитирование;11.09.2021 19:37:18;;-k-k-k;квитировано;true;false;
Исчезновение;11.09.2021 19:37:15;;-k-k-k;;true;false;
Появление;11.09.2021 19:35:58;;-k-k-k;квитировано;true;false;
Исчезновение;11.09.2021 19:30:24;;-k;;true;false;
Появление;11.09.2021 19:05:13;;-k;;false;false;
Исчезновение;11.09.2021 18:07:43;;-k-k-k-k;;true;false;
Появление;11.09.2021 18:03:09;;-k-k-k-k;;false;false;
Исчезновение;11.09.2021 18:02:38;;-k;;true;false;
Появление;11.09.2021 17:55:18;;-k;;false;false;
Исчезновение;11.09.2021 17:48:46;;;;true;false;
Появление;11.09.2021 17:43:03;;-1;;false;false;
Исчезновение;11.09.2021 17:10:24;;к-к-к-к-;квитировано;true;false;
Квитирование;11.09.2021 16:21:52;;к-к-к-к-;квитировано;true;false;
Появление;11.09.2021 16:21:49;;к-к-к-к-;квитировано;true;false;
Исчезновение;11.09.2021 16:14:36;;к-к-;квитировано;true;false;
Квитирование;11.09.2021 16:08:59;;к-к-;квитировано;true;false;
Появление;11.09.2021 16:08:56;;к-к-;квитировано;true;false;
Исчезновение;11.09.2021 16:05:08;;к-;квитировано;true;false;
Квитирование;11.09.2021 16:05:01;;к-;квитировано;true;false;
Появление;11.09.2021 16:04:58;;к-;квитировано;true;false;
Исчезновение;11.09.2021 01:38:14;;к-к-;квитировано;true;false;
Квитирование;11.09.2021 01:33:30;;к-к-;квитировано;true;false;
Появление;11.09.2021 01:33:26;;к-к-;квитировано;true;false;
Исчезновение;11.09.2021 01:27:02;;к-;квитировано;true;false;
Квитирование;11.09.2021 01:26:56;;к-;квитировано;true;false;
Появление;11.09.2021 01:26:53;;к-;квитировано;true;false;
Исчезновение;11.09.2021 01:07:44;;к-к-к-к-к-к-к-к-;квитировано;true;false;
Квитирование;11.09.2021 01:06:14;;к-к-к-к-к-к-к-к-;квитировано;true;false;
Появление;11.09.2021 01:06:11;;к-к-к-к-к-к-к-к-;квитировано;true;false;
Исчезновение;11.09.2021 00:56:17;;к-к-к-к-к-к-;квитировано;true;false;
Квитирование;11.09.2021 00:52:37;;к-к-к-к-к-к-;квитировано;true;false;
Появление;11.09.2021 00:52:34;;к-к-к-к-к-к-;квитировано;true;false;
Исчезновение;11.09.2021 00:34:19;;к-к-к-к-;квитировано;true;false;
Квитирование;11.09.2021 00:30:08;;к-к-к-к-;квитировано;true;false;
Появление;11.09.2021 00:30:05;;к-к-к-к-;квитировано;true;false;
Исчезновение;11.09.2021 00:27:55;;к-к-;квитировано;true;false;
Квитирование;11.09.2021 00:21:10;;к-к-;квитировано;true;false;
Появление;11.09.2021 00:21:07;;к-к-;квитировано;true;false;
Исчезновение;11.09.2021 00:20:55;;к-;квитировано;true;false;
Квитирование;11.09.2021 00:20:49;;к-;квитировано;true;false;
Появление;11.09.2021 00:20:46;;к-;квитировано;true;false;
Исчезновение;11.09.2021 00:18:44;;к-к-к-к-к-к-к-к-;квитировано;true;false;
Квитирование;11.09.2021 00:03:52;;к-к-к-к-к-к-к-к-;квитировано;true;false;
Появление;11.09.2021 00:03:49;;к-к-к-к-к-к-к-к-;квитировано;true;false;
Исчезновение;10.09.2021 23:55:57;;к-к-к-к-к-к-;квитировано;true;false;
Квитирование;10.09.2021 23:53:45;;к-к-к-к-к-к-;квитировано;true;false;
Появление;10.09.2021 23:53:41;;к-к-к-к-к-к-;квитировано;true;false;
Исчезновение;10.09.2021 23:45:19;;к-к-к-к-;квитировано;true;false;
Квитирование;10.09.2021 23:41:12;;к-к-к-к-;квитировано;true;false;
Появление;10.09.2021 23:41:08;;к-к-к-к-;квитировано;true;false;
Исчезновение;10.09.2021 23:38:14;;к-к-;квитировано;true;false;
Квитирование;10.09.2021 23:16:26;;к-к-;квитировано;true;false;
Появление;10.09.2021 23:16:23;;к-к-;квитировано;true;false;
Исчезновение;10.09.2021 23:16:09;;к-;квитировано;true;false;
Квитирование;10.09.2021 23:16:03;;к-;квитировано;true;false;
Появление;10.09.2021 23:16:00;;к-;квитировано;true;false;
Исчезновение;10.09.2021 15:13:49;;к-;квитировано;true;false;
Квитирование;10.09.2021 15:13:43;;к-;квитировано;true;false;
Появление;10.09.2021 15:13:40;;к-;квитировано;true;false;
Исчезновение;10.09.2021 15:10:03;;к-;квитировано;true;false;
Квитирование;10.09.2021 15:09:56;;к-;квитировано;true;false;
Появление;10.09.2021 15:09:53;;к-;квитировано;true;false;
Исчезновение;10.09.2021 15:07:23;;к-к-к-к-к-к-к-к-;квитировано;true;false;
Квитирование;10.09.2021 15:02:45;;к-к-к-к-к-к-к-к-;квитировано;true;false;
Появление;10.09.2021 15:02:42;;к-к-к-к-к-к-к-к-;квитировано;true;false;
Исчезновение;10.09.2021 15:01:26;;к-к-к-к-к-к-;квитировано;true;false;
Квитирование;10.09.2021 14:53:32;;к-к-к-к-к-к-;квитировано;true;false;
Появление;10.09.2021 14:53:29;;к-к-к-к-к-к-;квитировано;true;false;
Исчезновение;10.09.2021 14:41:34;;к-к-к-к-;квитировано;true;false;
Квитирование;10.09.2021 14:33:19;;к-к-к-к-;квитировано;true;false;
Появление;10.09.2021 14:33:15;;к-к-к-к-;квитировано;true;false;
Исчезновение;10.09.2021 14:23:19;;к-к-;квитировано;true;false;
Квитирование;10.09.2021 14:21:41;;к-к-;квитировано;true;false;
Появление;10.09.2021 14:21:37;;к-к-;квитировано;true;false;
Исчезновение;10.09.2021 14:14:57;;к-;квитировано;true;false;
Квитирование;10.09.2021 14:14:51;;к-;квитировано;true;false;
Появление;10.09.2021 14:14:48;;к-;квитировано;true;false;
Исчезновение;10.09.2021 14:10:39;;к-;квитировано;true;false;
Квитирование;10.09.2021 14:10:33;;к-;квитировано;true;false;
Появление;10.09.2021 14:10:30;;к-;квитировано;true;false;
Исчезновение;10.09.2021 13:45:22;;к-;квитировано;true;false;
Квитирование;10.09.2021 13:45:16;;к-;квитировано;true;false;
Появление;10.09.2021 13:45:13;;к-;квитировано;true;false;
Исчезновение;10.09.2021 13:42:01;;к-;квитировано;true;false;
Квитирование;10.09.2021 13:41:45;;к-;квитировано;true;false;
Появление;10.09.2021 13:41:41;;к-;квитировано;true;false;
Исчезновение;10.09.2021 12:22:00;;к-;квитировано;true;false;
Квитирование;10.09.2021 12:21:54;;к-;квитировано;true;false;
Появление;10.09.2021 12:21:51;;к-;квитировано;true;false;
Исчезновение;10.09.2021 12:19:01;;к-;квитировано;true;false;
Квитирование;10.09.2021 12:18:55;;к-;квитировано;true;false;
Появление;10.09.2021 12:18:52;;к-;квитировано;true;false;
Исчезновение;10.09.2021 12:18:05;;к-;квитировано;true;false;
Квитирование;10.09.2021 12:17:58;;к-;квитировано;true;false;
Появление;10.09.2021 12:17:55;;к-;квитировано;true;false;
Исчезновение;10.09.2021 12:17:17;;к-к-;квитировано;true;false;
Квитирование;10.09.2021 12:14:59;;к-к-;квитировано;true;false;
Появление;10.09.2021 12:14:56;;к-к-;квитировано;true;false;
Исчезновение;10.09.2021 12:08:46;;к-;квитировано;true;false;
Квитирование;10.09.2021 12:08:40;;к-;квитировано;true;false;
Появление;10.09.2021 12:08:37;;к-;квитировано;true;false;
Исчезновение;10.09.2021 11:44:10;;;квитировано;true;false;
Квитирование;10.09.2021 11:38:06;;к-к-;квитировано;true;false;
Появление;10.09.2021 11:38:02;;к-к-;квитировано;true;false;
Исчезновение;10.09.2021 11:07:58;;к-;квитировано;true;false;
Квитирование;10.09.2021 11:07:52;;к-;квитировано;true;false;
Появление;10.09.2021 11:07:49;;к-;квитировано;true;false;
Исчезновение;10.09.2021 10:57:13;;к-;квитировано;true;false;
Квитирование;10.09.2021 10:57:06;;к-;квитировано;true;false;
Появление;10.09.2021 10:57:03;;к-;квитировано;true;false;
Исчезновение;10.09.2021 10:56:02;;к-к-;квитировано;true;false;
Квитирование;09.09.2021 16:33:24;;к-к-;квитировано;true;false;
Появление;09.09.2021 16:33:21;;к-к-;квитировано;true;false;
Исчезновение;09.09.2021 16:27:40;;к-;квитировано;true;false;
Квитирование;09.09.2021 16:27:34;;к-;квитировано;true;false;
Появление;09.09.2021 16:27:30;;к-;квитировано;true;false;
Исчезновение;09.09.2021 16:12:52;;к-к-к-к-;квитировано;true;false;
Квитирование;09.09.2021 16:12:50;;к-к-к-к-;квитировано;true;false;
Появление;09.09.2021 16:12:47;;к-к-к-к-;квитировано;true;false;
Исчезновение;09.09.2021 16:00:49;;к-к-;квитировано;true;false;
Квитирование;09.09.2021 15:50:55;;к-к-;квитировано;true;false;
Появление;09.09.2021 15:50:52;;к-к-;квитировано;true;false;
Исчезновение;09.09.2021 15:15:22;;к-;квитировано;true;false;
Квитирование;09.09.2021 15:15:15;;к-;квитировано;true;false;
Появление;09.09.2021 15:15:12;;к-;квитировано;true;false;
Исчезновение;09.09.2021 15:14:51;;;квитировано;true;false;
Квитирование;09.09.2021 15:13:02;;к-к-;квитировано;true;false;
Появление;09.09.2021 15:12:59;;к-к-;квитировано;true;false;
Исчезновение;09.09.2021 15:04:03;;к-;квитировано;true;false;
Квитирование;09.09.2021 15:03:57;;к-;квитировано;true;false;
Появление;09.09.2021 15:03:54;;к-;квитировано;true;false;
Исчезновение;09.09.2021 14:23:22;;к-;квитировано;true;false;
Квитирование;09.09.2021 14:23:15;;к-;квитировано;true;false;
Появление;09.09.2021 14:23:12;;к-;квитировано;true;false;
Исчезновение;09.09.2021 14:11:49;;;квитировано;true;false;
Квитирование;09.09.2021 13:44:23;;к-к-;квитировано;true;false;
Появление;09.09.2021 13:44:20;;к-к-;квитировано;true;false;
Исчезновение;09.09.2021 13:42:33;;к-;квитировано;true;false;
Квитирование;09.09.2021 13:42:27;;к-;квитировано;true;false;
Появление;09.09.2021 13:42:23;;к-;квитировано;true;false;
Исчезновение;09.09.2021 12:26:35;;к-;квитировано;true;false;
Квитирование;09.09.2021 12:26:21;;к-;квитировано;true;false;
Появление;09.09.2021 12:26:17;;к-;квитировано;true;false;
Исчезновение;09.09.2021 12:00:44;;к-;квитировано;true;false;
